Id,state,phone_number,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
778,IL,807-885-7139,100,no,no,42,32.38820493351021,147,29.70423807795182,287.923747356315,35,24.02273380491371,247.07522873052864,62,31.388730979034058,17.675741245202886,14,0.976610768100804,9,True
779,TX,300-468-9988,167,yes,yes,48,165.2597182903762,96,46.93953861474576,111.02639412555436,30,49.214841489574965,121.57959893892286,146,15.708208630114703,13.98741913621954,7,7.933097732158209,3,True
780,NY,176-158-6619,244,yes,no,25,259.7818115842755,114,43.60118472317096,109.65727606866999,129,20.83735273004338,110.68552341268872,12,33.3709866539852,6.832045218660683,18,8.250914607978432,9,False
781,CA,208-835-8151,139,yes,yes,34,171.66198462957948,43,49.16378830362582,218.92190886523542,139,19.39018076429928,152.00503010849513,105,33.46716324593472,8.663540979517744,2,0.3329778356517199,2,False
782,NY,377-167-4236,71,no,no,7,264.31014601991114,133,27.336033802941152,52.43777463903669,117,17.29300982156741,190.30038135996622,145,30.43727289963566,2.8670030810744285,14,3.586455984015248,6,False
783,NY,588-404-2932,58,no,yes,35,104.56606860698713,119,39.82068504501281,38.41527253909394,36,44.94796260683831,334.3667940497323,23,6.7837195927766185,3.361948955332197,3,7.498764545979597,0,False
784,TX,773-464-5916,146,yes,no,6,290.20544143415214,42,42.33921591148834,113.52917289390376,80,25.842743652712556,273.87470934318003,129,49.76824747395381,3.2858513505303,5,9.463818474880538,5,False
785,IL,478-442-1946,101,yes,no,45,218.29799694510473,107,33.105519551881365,202.18161623514328,59,30.800694919070505,167.3827734200657,140,21.219990136199716,2.611727151226204,9,3.77818283844905,1,False
786,NY,998-653-2439,168,no,no,45,97.44419181756999,70,18.259995402296347,320.4372435920727,104,10.67928699211496,47.397177100858805,22,32.63604729905546,3.5916245701826033,17,8.720534313794936,7,False
787,CA,208-662-5857,133,yes,yes,35,105.75055227322653,19,24.558964863574133,300.8592564183382,32,27.96523328023649,83.926589486003,81,44.516561317405724,4.0537640515671525,15,3.937204065321951,4,True
788,FL,596-440-1382,235,no,yes,15,230.96974866225185,93,43.18001946769125,186.94286717471215,90,15.183113257687438,175.89581578221345,91,22.317847444152143,2.236918875952658,17,1.7949462724264809,2,False
789,NY,632-399-1138,70,no,yes,23,295.58066982798186,74,16.33030044714387,41.856637981917686,141,37.07057222061812,290.4242880315854,66,39.14840272666633,12.80521443768454,5,0.03446143776869692,9,False
790,NY,458-935-4456,216,yes,no,0,163.00089024932964,86,46.33967030079913,201.28087508137892,29,41.961360742034344,151.82257141675007,16,48.647572384611486,19.808030691643992,18,3.3018102315287976,6,True
791,TX,703-379-7626,57,no,yes,48,112.65613732082952,10,13.030704388287925,255.53459197609456,133,36.31091322230132,202.31892823841912,121,19.22886849214632,17.583734893045122,16,3.7847505072737153,1,False
792,IL,210-965-7652,162,yes,no,24,307.44371421139215,142,37.97678792752547,138.5326504080108,22,37.05171998097235,315.3775635472327,57,21.45293937117136,0.9120544765217242,17,9.451175288873362,4,False
793,FL,372-198-4835,173,no,yes,9,244.16585336026716,89,32.26684324859544,65.5402570501295,12,26.598785797736817,322.41480301652126,89,45.4676508318353,8.461176183934496,12,2.0607025242062282,7,False
794,CA,949-203-7905,145,no,yes,15,173.38735593058448,24,37.98077317379659,119.14174502581102,140,36.18166670403849,99.0479988616606,128,9.662857655128784,17.186211584655446,6,3.822307080175047,0,False
795,FL,886-264-3567,210,yes,yes,15,186.1280624893766,37,22.99268347676455,276.9084366297005,138,22.28897290439169,43.950374973630204,129,3.3725522412532314,2.6934963598399286,19,0.2515412982311316,0,False
796,CA,383-616-9848,67,no,yes,7,95.36206973964684,32,46.76677100259126,142.39802633066506,99,33.27147936942143,127.73136991088478,69,45.62667223275737,16.952902933040853,11,7.635397350913864,2,False
797,IL,712-263-4730,110,yes,no,28,230.57684162075006,118,32.35866571575092,289.83407701942724,44,14.433882085784704,252.65674074424965,42,41.436395557643856,11.854012756757985,1,9.151412362549866,2,False
798,CA,163-190-2140,121,yes,yes,38,144.79760337372437,116,15.838198618604302,132.24686457839226,23,5.348336590976487,334.3559043124053,124,48.68398556246394,18.625971051922235,11,2.378206472764919,6,True
799,TX,965-366-2708,182,no,yes,27,348.6064565357918,122,32.6458433913029,82.3376122924218,59,21.846716677854488,54.650239994916454,137,4.795413570112556,17.520782285288504,11,4.289951106401645,5,False
800,TX,658-239-7538,71,yes,no,5,183.6587248838041,107,15.767155865937497,169.47147504435463,87,24.165351477463517,39.114819375766885,12,9.496511861167388,13.54068644117435,3,1.22112621365994,6,False
801,TX,586-575-8684,48,yes,no,15,185.48339398067623,148,16.094354804473962,174.72784393252448,12,14.307543593057119,312.927108155431,13,7.055002836310825,13.15645319745391,3,4.568354303128908,3,False
802,TX,283-119-2960,233,yes,yes,19,211.07257197141502,37,21.180728557801658,35.15462993578783,49,36.93005688354741,269.40648611300514,109,34.803974350098045,4.263284047838162,17,1.333424636440954,1,False
803,FL,657-623-1882,67,yes,yes,15,323.36192099799894,51,42.91666004331771,67.45442326602436,60,5.5304229908614015,347.5195453297841,13,31.088483539862874,2.3350593431601707,15,5.233484944191521,1,False
804,IL,246-765-6867,218,yes,no,6,286.2617919551201,108,26.014297970911613,89.17632600730158,10,12.691919570201051,156.973722069009,51,19.248089570588462,8.307868599375967,13,7.346220404322331,9,False
805,CA,919-963-8166,108,yes,no,40,174.36162233530925,70,34.587240427049956,66.34794156117596,113,37.93110648577409,163.1362896437662,18,4.756327011307761,3.7316007898624948,16,5.533427748141682,0,False
806,CA,794-861-6347,238,no,no,13,259.9837651112947,132,20.814451533174225,139.28834413483642,144,22.981965139520597,85.13978793518388,60,32.703775234233966,2.048334353555179,16,2.4521957838737594,8,True
807,TX,201-686-9125,220,yes,yes,42,217.59535960984374,73,14.65306111073031,338.67931379744573,126,35.853613953887,67.0710888311483,106,29.365783285522717,6.0465346654578696,2,3.537959854689051,6,False
808,TX,315-506-5494,201,no,yes,25,187.55745558439966,40,47.822727714379106,192.95121226466495,125,29.23932213361262,215.18976338887614,29,7.419354130909555,17.20979885593297,5,6.385727377056324,9,True
809,NY,814-803-3808,53,no,yes,25,91.54104729099217,90,30.971899861907005,230.81792763860688,61,47.6342119998734,146.5712004143464,31,45.62766581473828,0.34296308036722456,12,5.897554177893252,2,True
810,IL,598-853-4536,38,yes,no,13,178.4596043055651,19,46.82966425197048,144.043673127369,129,30.694199970695983,55.70126334247842,36,11.549586064255546,5.852753634443513,8,1.3677478812133348,1,False
811,FL,790-830-5699,68,no,no,6,108.66194784722389,17,11.763824105519122,133.51608372580674,148,2.7137107685849458,313.83586224746233,52,37.68843930290511,8.481043704289846,8,8.449494735661027,2,False
812,CA,786-850-3819,80,no,no,32,322.7494879525295,68,9.050919867820772,37.406967012802674,95,18.938112824208034,93.47406983978658,140,44.483641402061515,10.211394992305731,7,4.751889122470154,6,False
813,NY,464-262-4119,101,yes,yes,25,137.33018031883103,39,43.07949954194737,190.10676981632716,55,8.866912745825969,269.54699104113047,103,29.814799553298005,3.631550167659785,16,1.6236922452639302,4,False
814,NY,610-428-2863,18,yes,no,44,334.72448465067913,29,34.68402620562807,184.7548821605332,85,46.38241652468975,120.31315075779557,17,13.848747454316063,19.284403996760624,15,1.2282654257472925,2,False
815,CA,215-948-3384,136,yes,yes,19,200.57769283030757,57,10.955767964174784,80.50583237795936,19,6.992597805683856,290.12954584089573,95,16.843928846006786,11.57746087144379,15,9.655517746451302,8,False
816,FL,980-836-4935,229,no,no,2,232.0942011763713,139,14.929265631849812,274.5836800661452,70,20.6099198302922,67.88698925684929,98,44.515881618503954,10.442210941140882,18,2.81535111173546,1,False
817,NY,939-246-8742,143,no,yes,3,203.74094223658489,46,40.431869193214936,187.65578569952095,27,12.852761294081224,271.9429152709637,147,16.316343506071263,0.17645177860682315,15,9.08593587916376,6,False
818,NY,905-422-3490,166,yes,yes,25,71.40179742934428,138,23.785693759804932,138.47807045170345,95,42.642655539043204,61.39803964816398,122,37.81714319923061,9.71430758792014,13,4.1058529876893886,9,False
819,IL,936-112-8661,195,yes,no,10,150.2627900825411,141,34.185944312292364,77.01085088733663,146,16.811191884268013,173.01305211422186,30,49.527930188259454,16.753412589103682,19,3.8592143045319025,5,False
820,FL,800-386-9182,154,no,yes,1,61.72675592883966,109,17.280897062528524,206.69146463072397,137,49.61088719084696,264.8813921918735,18,49.99120252940853,4.3928908610248545,13,7.00928969649432,5,False
821,NY,819-213-5117,153,no,no,13,229.34529413868216,63,20.299037733194083,270.9014483484191,113,3.8535970693880426,85.42988197980819,45,27.60702791692791,7.02415136772826,13,0.09883287775461436,6,False
822,FL,448-825-5778,224,no,yes,43,172.99974246414047,131,49.55420281390904,120.23979285919094,110,8.157285078203161,121.41279643095135,45,41.67467824573269,0.411429293753911,13,3.380895216303905,5,False
823,CA,934-665-3953,232,no,no,29,278.95519090269977,34,13.88562018438649,100.01419250455122,15,12.782661268597238,306.7254374695033,82,49.53199366021758,19.538550284675903,11,3.026457121918089,1,False
824,TX,909-419-1276,140,yes,no,48,100.55055391979835,140,26.309906097752673,197.01918850066463,94,40.933089929607654,313.2381826904467,10,19.984298712415146,1.3330359425608163,5,8.680980942840463,4,True
825,NY,303-293-4735,30,no,yes,11,82.66113869738717,18,42.53131247314555,79.70985680320541,60,44.168826035072755,44.379344784872394,78,14.115660083374681,17.964422478191388,19,5.291235390207833,2,False
826,IL,646-795-5152,73,no,no,25,160.0263139084057,43,13.482714255961183,243.31628371017118,45,5.429666269252273,83.78898731295209,46,7.483201080424793,6.259754283609094,12,3.645701572242519,8,True
827,CA,833-402-8537,99,no,yes,43,326.50732262988197,52,21.93026032084787,223.70996094215374,80,3.5580868045892675,67.59102088731488,81,8.763182627510053,11.751128039717571,15,2.660793102997181,7,False
828,FL,363-893-5208,45,no,no,32,257.33498080397175,83,31.52438179375944,57.86625586925716,109,37.7387291410198,87.50179028841697,116,42.97070545379184,13.586310799320067,8,5.905098088106291,9,True
829,CA,587-426-9733,243,yes,no,12,164.05555993373397,103,25.09703127080492,41.68652140203964,34,8.400896324173447,340.4600717780072,105,30.258708334739552,2.81658334862229,1,1.5167314054336467,1,False
830,NY,746-678-2088,238,yes,no,13,195.52709432137937,31,24.056108795375238,228.49236882834717,148,8.38393217958268,206.52967961294607,93,43.93804041883932,8.87518755560671,2,2.462047685087816,0,False
831,FL,391-124-7144,223,no,no,23,56.94816357667147,79,19.400467103461935,124.17400767639705,53,3.073593655732605,179.79596494557657,52,39.89384427354408,6.509322004932847,9,2.9361216506474976,3,True
832,TX,648-240-9068,71,no,yes,33,345.0642868403562,139,30.159023733196406,57.66264101548753,23,4.39077812400425,345.02955938963714,46,34.33974224230485,1.1320493121093067,19,6.07908947606941,3,False
833,CA,287-227-9392,179,yes,no,43,243.25033750237407,103,31.969889500333295,273.0171855860757,38,14.656422012583478,208.22596155543533,34,31.246985211529314,16.663873087863614,1,3.732549590164754,9,False
834,NY,226-356-4747,85,yes,no,25,121.3293019082952,41,33.3578979632654,130.4940809656461,83,5.120263491718703,241.55773675056787,82,4.320267400548461,0.9033551299495546,9,5.057833001200494,1,False
835,IL,646-293-4175,179,no,yes,20,217.4586861488782,115,5.377669179489407,177.07185588423155,59,19.70619639964523,136.48657473573766,51,43.869209408153225,13.065159189677335,7,6.504382637665866,6,False
836,FL,634-364-5897,198,no,yes,27,65.03435714207808,10,32.289640434178345,105.78013678520617,14,41.97320149891276,152.27675664304596,11,22.056418960626285,6.28154752839694,16,9.562716008076872,2,True
837,CA,483-359-9605,22,yes,yes,47,339.06773401842673,81,47.75538458149917,230.74146507454867,119,17.663372351436447,220.21100281890338,145,28.869769139426815,3.842586544037332,0,7.648373971027524,6,False
838,CA,457-174-4426,20,yes,yes,35,85.93119612267711,59,27.967339305348016,126.47629291339501,131,36.936039803809834,52.33145088014872,105,3.0537680900969946,13.341721026710907,5,4.052567805721077,6,False
839,TX,683-870-1187,63,yes,yes,39,237.36970177766852,24,36.33281996044373,339.7667075928411,97,6.507678311889444,111.88252353432804,70,46.931528089413774,11.490754290524116,6,7.482753743972568,0,False
840,TX,784-389-3092,25,yes,yes,1,108.54542801245773,62,28.72315077244245,254.9432155574101,66,33.650008996135654,92.97975982729827,23,45.33154213241607,6.3051251474965975,14,9.496941809192126,5,False
841,IL,672-182-6242,17,yes,no,41,259.6196424475314,17,43.02754969241498,73.75112843950905,35,17.203864796356882,35.08588580480115,122,28.077345436069066,10.259214965184784,17,4.993805456541248,3,True
842,IL,457-627-6185,113,yes,yes,8,278.5828375168899,83,46.61998854068331,163.34234869550937,15,37.98813817745783,201.808406566535,86,29.710958392081157,4.924742024124189,8,4.104969331228897,7,False
843,NY,756-474-8913,68,no,no,22,245.49431325165844,55,10.842555166225246,153.33475191356115,69,8.54009667470633,209.5369086476413,30,35.840826195367455,17.273929180053845,7,0.7801869900073655,7,False
844,NY,479-755-8355,66,yes,yes,14,226.6398272816616,78,22.969281754742077,200.9590754305226,109,45.09840213269513,152.86055137192284,73,14.705355028935204,6.2763756065432315,9,8.923703706508622,2,True
845,IL,421-549-2497,49,yes,no,12,315.59011006464374,123,20.834340844770622,299.41781583336103,21,13.643705739100957,115.99279022873307,66,12.651949890238523,4.903060591030628,3,2.464342807936556,3,True
846,IL,112-283-3555,246,yes,no,22,55.16054751672257,132,21.450325918365376,216.69504485856055,84,18.950614077496468,238.65916031827993,128,34.353101436878376,15.036674221193023,19,0.6395789681913955,0,False
847,FL,389-394-3951,196,yes,no,16,135.89272504966246,148,8.025160698938043,49.69813683199977,12,47.608674119266,73.09093164302621,61,7.012277415627592,0.3518497598782977,7,5.37203486591083,9,False
848,TX,314-731-4965,139,no,yes,47,109.45199348187072,126,41.05355484707452,239.73302297691362,72,29.767153267081227,195.9568101233069,104,23.794976226722277,5.360234641721506,0,8.458996459615252,1,False
849,NY,666-126-4701,103,no,yes,1,346.1644678609349,52,3.716779664716892,32.64489534267469,143,19.557032910225054,275.7836754593984,149,25.65250035195632,7.5079044130234625,7,4.066350556230525,6,False
850,TX,832-330-2588,231,yes,yes,19,154.60472949339953,29,27.35487717090353,279.58734737292576,28,47.58090305761432,82.57535486479114,98,20.304174891928064,17.644759235827635,11,7.830674701590162,6,False
851,TX,906-420-6789,213,no,yes,19,264.4360637569276,30,33.77016262614518,243.32354317159744,27,17.795716010721534,271.043052350662,19,10.892872433491265,19.008836050966885,14,8.363960072839959,8,False
852,IL,536-880-2556,147,no,no,45,249.11205244192146,91,11.958533026826105,128.81141067282752,89,6.553794208408629,273.45424292908734,61,19.055180687617025,14.329559338278997,12,4.544035588198637,9,False
853,FL,502-152-8480,53,no,yes,2,97.86599599276087,66,45.48080922074219,123.58137746864503,82,49.848746617252154,49.17652743374557,43,18.2027481709016,9.850635620193195,15,5.9095506594047365,8,False
854,CA,380-825-1182,148,no,no,11,106.47925766769643,83,42.250361937190064,285.4473588948178,140,14.856556186827865,36.01098434789819,124,25.964752383140016,12.812430981153772,17,5.339122985389401,8,False
855,FL,122-643-6565,216,no,no,39,120.01106033697091,107,24.612019015228412,280.6677414158786,135,42.860376737581156,341.65932991622236,145,34.38468039576893,8.28002103362666,0,9.391958616345015,5,False
856,FL,173-109-8651,89,no,yes,1,161.56072904300134,119,21.73514875232666,142.73675340056317,81,9.945958151508188,91.88245103962399,134,48.47528592925619,5.976516636973357,16,7.2550568509176125,7,True
857,TX,555-665-9851,90,yes,yes,35,104.98402100816858,124,13.355260410132802,125.6632729855297,47,37.104990645314146,293.0845469120329,52,8.919836488367755,19.013761362792568,15,9.253428107701131,8,False
858,FL,259-981-7555,227,yes,yes,13,36.2884744789913,51,37.03967478295826,209.1439324424928,77,27.1735709346681,209.79220897449554,38,43.904821277171926,2.307804580198476,4,2.200099780619719,6,False
859,NY,977-152-7846,11,yes,no,15,311.40577817830257,77,8.323702382334279,32.67701119492614,89,49.08351479792622,114.63109041183898,115,15.640544018732596,6.927871361002181,19,3.1023685183267045,3,False
860,TX,359-304-8226,187,yes,yes,18,338.9951460418829,79,34.65141218450159,56.45345215569353,51,28.535857092435176,71.59053971802003,129,30.385892960067473,17.981779199211864,9,0.7091347318006769,3,False
861,NY,570-875-6585,149,yes,no,33,139.30252385010175,87,42.43793533368385,70.37426884759576,73,3.200727290760998,188.9367275448728,90,28.24337350322567,14.462828611748337,5,4.999079566958077,5,False
862,CA,111-730-7046,124,no,yes,43,138.3222014161513,99,12.966635644017138,89.33178170469574,87,30.98614350195622,160.35353972142394,40,28.73352409415662,0.5820290264595318,11,8.739236793859108,3,False
863,TX,389-949-8927,99,yes,no,45,32.269380087798716,120,43.5885153391403,193.8458005361501,136,8.97518990415805,253.64354723746172,137,36.72121336250302,0.4619934684849425,9,3.2684669713071566,6,False
864,CA,453-738-8016,32,yes,yes,5,247.6802202657197,121,3.599513573096406,347.51741275555906,114,40.329963933540185,319.33393585527256,47,20.321038675951804,10.330249252491493,16,1.282821069493315,7,False
865,TX,815-660-8758,155,no,yes,12,294.1407666395612,112,45.81379449855322,238.8362885591531,85,43.11527343151515,287.67938782830026,110,17.31679823536907,9.685061124600434,1,0.6844625492905299,7,False
866,IL,540-340-8161,71,no,no,35,76.91465611520101,28,7.681386936862305,49.61561422375155,141,25.140488902146288,117.82465606553981,141,42.93605951290291,8.859830773126365,18,4.475002725236545,7,False
867,FL,960-253-2809,233,yes,yes,21,81.09323179748824,79,32.996440541025564,198.18539969991735,139,39.59462993851034,311.25862990473786,139,12.564561933164974,6.046875236780178,19,1.6402174462876329,1,False
868,IL,195-825-7352,122,no,yes,17,282.8266399908601,72,14.003958507869207,188.9264679646414,131,8.965315303117046,296.6852205134733,21,10.651809790934868,19.73277439627278,5,3.461040288851035,9,False
869,CA,442-187-7056,137,no,yes,11,227.2130394733263,84,42.15451477614146,76.13370106177584,53,25.61975295371101,327.32359479096584,44,2.749156959452522,5.43974645966763,12,8.199798080824369,1,False
870,FL,489-424-6951,71,no,yes,29,44.355378440869444,113,26.59041732394239,324.4871580167705,111,20.909324705148062,176.77146273215607,119,12.107733537400964,9.800804128811238,8,3.8404738275752437,1,False
871,TX,256-767-8818,47,no,yes,39,229.21503694793014,84,8.491577179832065,171.04487925611807,71,31.343234578547907,275.9440551710075,81,26.889508799202,8.097861936461326,11,6.0987091825635575,1,False
872,FL,732-676-6738,248,yes,yes,6,128.85367131000515,137,29.407595423646967,348.25892499511673,10,4.134905062551679,219.33058096757452,119,27.84842590467745,3.4049885192348417,17,5.021600558228148,3,False
873,NY,758-236-6793,204,no,yes,31,147.9920497506707,65,21.578365289455192,164.42313448069257,26,38.10189623593411,129.36088081583466,70,14.212183577385648,4.052376382505571,7,7.185332929700364,4,False
874,FL,527-551-3224,175,yes,no,47,276.31405385500165,31,33.74949519742886,224.54646485875497,25,5.798205894784816,348.21792081368426,57,5.469160161977593,18.36605484019546,17,1.5616495898756877,3,False
875,NY,297-723-7091,204,yes,no,18,289.4992616552354,98,44.331357668646056,63.52401166446082,18,33.510632841447915,42.25838938869163,80,37.7427582245699,17.165594457119102,1,9.204410364836187,4,True
876,FL,790-520-9662,231,no,yes,5,158.1141205887458,28,21.650678296804088,175.35290361819816,68,2.8859468259173227,81.92722321890389,143,38.382816730990385,3.9808861164070475,7,6.436327975500353,3,False
877,NY,317-927-8094,70,no,yes,19,333.0889395220335,35,15.914272617625263,106.40508608127146,128,41.93062706032302,315.61355601020637,77,49.89614702199495,17.51325247819027,9,2.7095373158010725,6,False
878,CA,274-122-4796,138,no,yes,26,160.06806974466312,32,2.696724537325222,297.3807355427952,146,10.385582250741503,49.380109892042725,31,45.20141938566645,4.18372260161685,8,1.2325370813805903,9,False
879,IL,334-112-4607,231,yes,no,42,276.98753127363517,56,29.592273817273995,280.85426715761275,149,26.74387884689554,313.78261354992696,41,46.45097909684684,12.530926434953942,17,1.4972556414619032,0,False
880,TX,975-622-6904,182,no,no,36,184.8407246605629,22,21.30918883670881,293.7375998801147,128,14.551659378925729,258.8708723386243,132,40.313783635709214,1.625610466413876,7,7.826629268961081,0,False
881,FL,551-530-5888,233,no,yes,47,317.2103444870669,75,19.98316251271178,261.55502008254444,50,36.687065698931285,41.73888172625354,31,31.544136962359957,17.607392525182362,18,5.88110053312958,1,False
882,IL,705-812-8122,165,no,no,6,320.48359796805715,82,10.780895421642201,296.4586315584164,75,17.424852809106618,167.38241371333652,119,8.170205965016503,1.0300059893093394,2,3.8075829071818337,0,False
883,TX,822-751-2316,158,no,yes,4,57.973378518746834,86,22.642656569181167,94.26520005597467,84,36.78124129223923,271.4308720007159,24,31.87103827788213,11.098857785022734,8,3.3290084618688,9,True
884,TX,909-200-6621,131,no,yes,10,329.67786601927224,40,49.25321377200168,174.65400850553652,20,15.673817928102872,216.5920910818559,133,4.6858812999020785,15.594230503607701,12,8.557580044005302,9,False
885,NY,403-970-3587,119,yes,yes,14,294.171149286533,94,16.292199376267728,251.3910015827098,17,38.11870836491648,329.47881342862655,53,44.494357341017235,2.336694728213624,8,8.74762523781461,2,False
886,CA,652-454-4374,22,no,yes,2,283.21942858005343,68,30.78581184358881,233.96559933924317,143,3.4690638241714034,307.64609053183995,124,25.12742409988148,8.08960535000377,19,5.812620384192929,5,False
887,CA,595-757-8935,164,no,no,4,94.29162869936718,50,39.271370303152004,259.2334345197078,108,15.598944097944726,136.4472433069267,18,35.47869593483841,0.839003029801002,11,5.245440656650363,9,False
888,IL,326-335-5968,109,no,no,22,287.6381468014928,121,37.95957551247352,101.76268260839414,81,25.93440830913339,57.08070256642891,43,4.507695857406272,13.655051546799184,12,8.164480420765715,5,False
889,CA,991-554-5072,144,yes,yes,36,302.0424750992118,105,17.781165799644356,61.49910689439672,122,4.162859932146823,332.16225268660844,82,27.643924300295616,6.148991899227038,7,7.4933517979437525,0,True
890,FL,112-309-9588,31,no,no,8,122.5281070253283,131,31.321284008808817,323.37810498392844,116,10.929634945821375,195.5317656857365,54,16.4606430969614,11.1879048927694,14,4.003251833277885,5,False
891,CA,199-130-5424,83,yes,no,14,334.7232250759436,114,43.82070489296755,209.2550065815547,43,46.85777511877775,53.80723979902353,81,15.678476755387791,18.654645408407234,12,0.82738684750857,4,True
892,IL,265-558-4893,240,yes,yes,2,45.95524684773256,83,2.7414765311877414,79.2242958423715,66,48.888044728649085,291.30419627496946,67,20.703483905752762,6.117162159896847,12,7.685001073627778,6,False
893,CA,199-720-2772,190,no,no,28,77.9709610390847,141,22.915249128478766,283.8997062039557,126,37.507997474743306,307.92207061932515,124,2.0306941213056753,0.9725494327055539,16,1.6870102894024375,5,True
894,FL,261-827-9967,216,no,yes,5,202.0259641764846,108,12.765124075611453,322.77757972137044,129,14.105602429611817,234.6158848565027,28,24.39972232256833,13.512555353974008,14,0.16376906478478337,6,False
895,NY,362-903-8170,216,no,yes,16,214.25359075913912,135,20.654349939144268,84.2603259427549,80,14.504837380926512,173.20286901962876,25,25.35520081318104,15.73682269028335,18,8.433026752039908,1,False
896,IL,127-425-4220,141,yes,yes,25,236.44802665628907,147,21.9675011828116,291.5719856861154,49,32.997937174163496,241.89536394354326,84,43.43028396027508,19.15737119755152,2,5.782538453367186,0,False
897,NY,639-587-2461,233,yes,yes,20,35.43012138094927,84,37.84020630975857,328.63201962212105,112,7.644781596737685,256.1387826256396,115,23.529229178359156,3.156017540513316,13,8.916660355357584,6,False
898,NY,164-455-1234,32,yes,no,7,337.3173678790817,23,6.503449874981271,330.2757120947256,133,47.5188502606576,315.76958658750976,145,19.450702105648297,7.842798502322996,9,4.845880831976181,8,True
899,NY,326-624-8480,128,yes,yes,20,44.26818967492608,47,26.604027350360504,322.5300677291204,132,12.79101917648886,335.8757377199162,83,49.74785846539824,16.882809200509495,16,9.26481100711403,1,False
900,TX,148-217-2673,79,yes,no,10,75.77982487148876,149,29.081350006339775,204.85472395523288,109,49.9825100204213,194.58269836509163,27,29.418239580919824,16.13742786537759,7,3.5397174797886377,6,True
901,TX,664-143-8982,225,yes,yes,37,34.484645608338234,54,25.71956497048661,143.98762152123817,146,25.795222174518102,285.5182507285,52,24.685434014438695,12.495914146677249,17,7.245220023342929,2,False
902,NY,152-685-4748,93,no,yes,7,211.3946986541103,84,37.12991614701056,32.32729846208297,67,39.028639471660945,338.64305791732954,59,25.80492005832221,5.387370904053879,11,3.0098650926178347,5,False
903,IL,201-891-4841,110,no,no,41,328.3254028547111,38,20.421980283528676,49.49191259888867,118,2.104836536266747,78.39786820702912,12,40.84070228042265,5.680705813015551,16,0.011636643279784309,2,False
904,FL,948-967-5493,93,yes,yes,23,243.10309314574855,27,47.358419054723655,167.22848489516502,130,44.65982742807881,35.84575411509654,68,18.35246571056772,2.480059892482851,10,3.7974453454895674,9,True
905,FL,237-774-9088,213,no,no,34,293.25038991373674,29,25.126565241869187,157.7843668452833,101,14.96009814946786,308.06840731145405,37,20.67970220892539,18.437073475718194,8,7.3776551310923875,4,False
906,CA,486-210-3661,170,no,no,13,34.249985106745626,23,29.418267661510285,89.10845106236263,59,34.06096373830714,92.48746663909145,55,38.28192124819834,3.4586302927889068,14,1.5002417944651392,1,True
907,IL,116-879-4253,37,yes,yes,13,203.44489551351234,63,41.62547952064397,156.5536089701302,114,40.7050534780923,43.5932053221763,73,5.503219501460935,11.457732023598128,8,5.04802033207393,7,False
908,TX,983-635-9931,145,yes,yes,9,177.060152801767,40,15.211333084693878,85.88802094571778,126,9.879091546832099,81.23076405038226,79,43.528119590876415,11.687028339642257,11,2.12321484850715,7,False
909,NY,477-287-4923,10,no,yes,11,189.66974215065378,67,5.609697380614518,301.613200888269,36,23.24045510380299,152.91677159800616,56,22.649729430462557,7.392108823905376,10,0.7462412141910291,6,False
910,CA,218-255-3745,174,yes,yes,37,53.10821930726014,113,35.97363096139916,125.42236092019164,41,25.704125151292324,100.16502450962562,144,29.902062824271123,7.050369220109102,16,6.174519819443162,5,False
911,FL,894-601-6818,72,yes,yes,43,249.0193155421784,137,25.184569066322176,221.5405920506592,10,16.981734336281818,127.68116131214178,115,38.35885564447209,13.371768371165594,5,9.51967622303403,0,False
912,TX,274-833-3792,31,no,yes,45,191.03053275476302,34,45.03220404603175,190.90977983970777,26,25.12427982699111,342.0940964576148,90,14.770492277088552,7.765955558970781,7,3.1070421871791707,7,False
913,TX,773-520-5063,79,yes,no,33,274.84763195560447,28,49.16864233867683,46.60226483007751,146,17.242191567456224,255.409774132024,60,44.735081999391255,5.102307866760015,9,5.806458003599504,0,True
914,NY,835-600-9224,134,no,no,40,185.2930028997489,145,21.157248827587,331.5147902371732,93,19.315891762650043,257.9013530410253,38,49.00279866831732,7.982634048000619,14,9.536033677507945,7,False
915,FL,154-618-3803,158,no,yes,9,77.80212359245826,12,21.94107278046372,198.71231304015467,54,34.12789657773147,60.2993199129353,122,25.72516934749398,16.15324155331092,3,6.504833499946875,1,False
916,IL,924-737-7155,105,no,no,16,237.44222530490305,95,21.582204905874868,134.0184458853809,75,32.36447687863986,264.2714783432614,137,46.97299352156832,19.32956910262371,17,6.7311330230995425,7,False
917,TX,627-819-7516,172,no,no,16,85.16363587365319,18,17.578597267084454,80.60050228258184,41,13.148754838281212,266.5901865456976,99,2.0541738812951724,12.719004609076896,10,1.789285115608359,9,False
918,NY,583-746-8395,88,no,yes,2,309.1662602735408,103,39.52098069278708,138.32852311258745,54,45.07917847018038,241.11840589012232,34,44.92341582250536,15.642024509682129,8,4.926096788528267,3,False
919,IL,722-406-5552,14,yes,yes,30,226.19719650215728,148,38.43179659955493,36.56371296748464,18,43.41385019222675,103.09961471932002,50,16.93017534806267,10.656497226252204,8,3.6708274708724664,6,False
